"Playlist Date","Playlist Title","DJ Name",Time,Artist,Song,Release,New,Genre,Label
"Oct 19, 2023","LIVE IN OBLIVION","DJ Z-SKI","6:47:00 PM","Miya Folick","So Clear",ROACH,N,Alternative,"Nettwerk Music Group"
"Oct 19, 2023","LIVE IN OBLIVION","DJ Z-SKI","6:42:33 PM",Sprain,"We Think So Ill of You","The Lamb as Effigy",N,Alternative,"The Flenser"
"Oct 19, 2023","LIVE IN OBLIVION","DJ Z-SKI","6:38:39 PM","Grrrl Gang","The Star",Spunky!,,Alternative,"Trapped Animal"
"Oct 19, 2023","LIVE IN OBLIVION","DJ Z-SKI","6:34:41 PM",BAMBII,"WICKED GYAL","Infinity Club",N,Electronic,"Innovative Leisure"
"Oct 19, 2023","LIVE IN OBLIVION","DJ Z-SKI","6:30:54 PM","Dreamer Isioma","King (feat. Saint Lewis)","The Leo Sun Sets",,R&B/Soul,"Dreamer Isioma LLC"
"Oct 19, 2023","LIVE IN OBLIVION","DJ Z-SKI","6:27:04 PM","Ezra Furman","Forever in Sunset","All of Us Flames",,Alternative,Anti/Epitaph
"Oct 19, 2023","LIVE IN OBLIVION","DJ Z-SKI","6:22:29 PM",Slowdive,"Everyone Knows",Slowdive,,Alternative,"Dead Oceans"
"Oct 19, 2023","LIVE IN OBLIVION","DJ Z-SKI","6:20:14 PM",Wallice,disappear,"Mr Big Shot - EP",N,Alternative,"Dirty Hit"
"Oct 19, 2023","LIVE IN OBLIVION","DJ Z-SKI","6:17:05 PM","Slow Pulp",Cramps,Yard,N,Alternative,Anti/Epitaph
"Oct 19, 2023","LIVE IN OBLIVION","DJ Z-SKI","6:11:48 PM",DIIV,"Skin Game",Deceiver,,Alternative,"Captured Tracks"
"Oct 19, 2023","LIVE IN OBLIVION","DJ Z-SKI","6:08:42 PM",Alvvays,"Easy On Your Own?","Blue Rev",,Alternative,"[PIAS] Australia"
"Oct 19, 2023","LIVE IN OBLIVION","DJ Z-SKI","6:04:39 PM","Black Marble","MSQ No-Extra","A Different Arrangement",,Alternative,"Hardly Art"
"Oct 12, 2023","LIVE IN OBLIVION","DJ Z-SKI","7:59:29 PM",Lifeguard,"Ten Canisters (OFB)","Dressed in Trenches - EP",N,Alternative,Matador
"Oct 12, 2023","LIVE IN OBLIVION","DJ Z-SKI","7:53:31 PM",ANOHNI,Rest,"My Back Was A Bridge For You To Cross",N,Alternative,"Secretly Canadian"
"Oct 12, 2023","LIVE IN OBLIVION","DJ Z-SKI","7:48:55 PM","Madeline Kenney","I Drew a Line","A New Reality Mind",N,Electronic,"Carpark Records"
"Oct 12, 2023","LIVE IN OBLIVION","DJ Z-SKI","7:44:02 PM","Asher White",Ptolemy,"New Excellent Woman",N,Alternative,"Ba Da Bing!"
"Oct 12, 2023","LIVE IN OBLIVION","DJ Z-SKI","7:41:36 PM","Alaska Reid",Always,Disenchanter,N,Alternative,"Luminelle Recordings"
"Oct 12, 2023","LIVE IN OBLIVION","DJ Z-SKI","7:39:31 PM",Wallice,disappear,"Mr Big Shot - EP",N,Alternative,"Dirty Hit"
"Oct 12, 2023","LIVE IN OBLIVION","DJ Z-SKI","7:27:35 PM","Bush Tetras","So Strange","They Live in My Head",N,Punk,"Wharf Cat Records"
"Oct 12, 2023","LIVE IN OBLIVION","DJ Z-SKI","7:23:13 PM","Ezra Furman","Forever in Sunset","All of Us Flames",,Alternative,Anti/Epitaph
"Oct 12, 2023","LIVE IN OBLIVION","DJ Z-SKI","7:10:25 PM","Oliver Coates",Charlev,"Shelley's on Zenn-La",,Classical,PLANCHA
"Oct 12, 2023","LIVE IN OBLIVION","DJ Z-SKI","7:05:23 PM","Chelsea Wolfe","Grey Days",Abyss,,Electronic,"Sargent House"
"Oct 12, 2023","LIVE IN OBLIVION","DJ Z-SKI","7:00:46 PM","The Unending Thread",Effie,"Self Titled",,,"The Unending Thread"
"Oct 12, 2023","LIVE IN OBLIVION","DJ Z-SKI","6:55:01 PM","Told Slant","Family Still","Point the Flashlight and Walk",,Alternative,"Double Double Whammy"
"Oct 12, 2023","LIVE IN OBLIVION","DJ Z-SKI","6:52:20 PM",Alvvays,"Forget About Life",Antisocialites,,Alternative,"Polyvinyl Records"
"Oct 12, 2023","LIVE IN OBLIVION","DJ Z-SKI","6:45:29 PM","Arlo Parks","Portra 400","Collapsed in Sunbeams",,R&B/Soul,Transgressive
"Oct 12, 2023","LIVE IN OBLIVION","DJ Z-SKI","6:43:05 PM","Twin Peaks","Keep it Together","Down in Heaven",,Alternative,"Grand Jury"
"Oct 12, 2023","LIVE IN OBLIVION","DJ Z-SKI","6:39:11 PM",Bibio,"A Couple Swim","Sleep on the Wing",,Electronic,"Warp Records"
"Oct 12, 2023","LIVE IN OBLIVION","DJ Z-SKI","6:35:08 PM","Post Animal",Schedule,"Forward Motion Godyssey",,Alternative,"Polyvinyl Records"
"Oct 12, 2023","LIVE IN OBLIVION","DJ Z-SKI","6:30:34 PM",Babeheaven,"The Hours","Sink Into Me",,Alternative,Babeheaven
"Oct 12, 2023","LIVE IN OBLIVION","DJ Z-SKI","6:26:18 PM","Yeah Yeah Yeahs","Spitting Off the Edge of the World (feat. Perfume Genius)","Cool It Down",,Alternative,"Secretly Canadian"
"Oct 12, 2023","LIVE IN OBLIVION","DJ Z-SKI","6:22:42 PM","Julie Byrne","Conversation Is a Flowstate","The Greater Wings",N,Alternative,"Ghostly International"
"Oct 12, 2023","LIVE IN OBLIVION","DJ Z-SKI","6:20:00 PM","Slow Pulp",Doubt,Yard,N,Alternative,Anti/Epitaph
"Oct 12, 2023","LIVE IN OBLIVION","DJ Z-SKI","6:11:29 PM","Lucy Dacus","Triple Dog Dare","Home Video",,Alternative,Matador
"Oct 12, 2023","LIVE IN OBLIVION","DJ Z-SKI","6:07:55 PM","Beach Fossils",Waterfall,Bunny,N,Alternative,"Bayonet Records"
"Oct 12, 2023","LIVE IN OBLIVION","DJ Z-SKI","6:03:33 PM","Black Marble","A Great Design","A Different Arrangement",,Alternative,"Hardly Art"
"Oct 5, 2023","LIVE IN OBLIVION","DJ Z-SKI","7:57:24 PM","William Fitzsimmons","17 + Forever","Mission Bell",,,"Nettwerk Music Group"
"Oct 5, 2023","LIVE IN OBLIVION","DJ Z-SKI","7:52:53 PM","The Buffalo Skinners","Wooden Box","The Buffalo Skinners",,,"The Buffalo Skinners"
"Oct 5, 2023","LIVE IN OBLIVION","DJ Z-SKI","7:50:27 PM","Yo La Tango",Aselestine,"Aselestine - Single",,,"matador records"
"Oct 5, 2023","LIVE IN OBLIVION","DJ Z-SKI","7:44:57 PM","Adrianne Lenker",ingydar,songs,,Alternative,4AD
"Oct 5, 2023","LIVE IN OBLIVION","DJ Z-SKI","7:41:45 PM","Slow Pulp",Slugs,Yard,N,Alternative,Anti/Epitaph
"Oct 5, 2023","LIVE IN OBLIVION","DJ Z-SKI","7:37:28 PM",Southwire,none,Southwire,,Americana,"Chaperone Records"
"Oct 5, 2023","LIVE IN OBLIVION","DJ Z-SKI","7:29:11 PM","Jake Blount","Brown Skin Baby","Spider Tales",,Americana,"Free Dirt Records"
"Oct 5, 2023","LIVE IN OBLIVION","DJ Z-SKI","7:25:25 PM",Bibio,"Sleep on the Wing","Sleep on the Wing",,Electronic,"Warp Records"
"Oct 5, 2023","LIVE IN OBLIVION","DJ Z-SKI","7:22:30 PM","Mickey's Death Wheel",Sugar,"Forty Thieves - EP",N,Alternative,"MDW Records"
"Oct 5, 2023","LIVE IN OBLIVION","DJ Z-SKI","7:16:44 PM","sarah jarosz","Little Satchel","World On The Ground",,,rounder
"Oct 5, 2023","LIVE IN OBLIVION","DJ Z-SKI","7:10:57 PM","We Are The West","Ah, Light!","Only One Us",,Alternative,"Timeless Elegance Records"
"Oct 5, 2023","LIVE IN OBLIVION","DJ Z-SKI","7:06:19 PM","Joni Mitchell","Urge For Going (With Strings) [Blue Sessions]","Blue 50 (Demos & Outtakes) - EP",,,"Rhino/Warner Records"
"Oct 5, 2023","LIVE IN OBLIVION","DJ Z-SKI","7:03:50 PM","Jose Gonzales",heartbeats,veneer,,,Parasol
"Oct 5, 2023","LIVE IN OBLIVION","DJ Z-SKI","6:58:26 PM",Pumice,Toilet,Phylis,,Alternative,"Soft Abuse"
"Oct 5, 2023","LIVE IN OBLIVION","DJ Z-SKI","6:55:09 PM",Alvvays,"Tom Verlaine","Blue Rev",,Alternative,"[PIAS] Australia"
"Oct 5, 2023","LIVE IN OBLIVION","DJ Z-SKI","6:46:55 PM","Eleanor Underhill","Beautiful Colors","Land of the Living",,Alternative,"Eleanor Underhill Music"
"Oct 5, 2023","LIVE IN OBLIVION","DJ Z-SKI","6:44:28 PM","Amythyst Kiah","Love Will Tear Us Apart","Pensive Pop - EP",,Alternative,Rounder
"Oct 5, 2023","LIVE IN OBLIVION","DJ Z-SKI","6:40:00 PM","Wild Reeds","The Morn' Will Come",Single,,Americana,Self-Released
"Oct 5, 2023","LIVE IN OBLIVION","DJ Z-SKI","6:36:14 PM","Belle and Sebastian","Get Me Away from Here, I'm Dying","If You're Feeling Sinister",,Alternative,Matador
"Oct 5, 2023","LIVE IN OBLIVION","DJ Z-SKI","6:29:58 PM","Kara Jackson","why does the earth give us people to love?","Why Does the Earth Give Us People to Love?",,,"September Recordings"
"Oct 5, 2023","LIVE IN OBLIVION","DJ Z-SKI","6:26:15 PM",Drugdealer,Madison,"Hiding in Plain Sight",,Alternative,"Mexican Summer"
"Oct 5, 2023","LIVE IN OBLIVION","DJ Z-SKI","6:23:23 PM","Psychic Ills","Clay Pigeons","Song for Tres",,,"Sacred Bones Records"
"Oct 5, 2023","LIVE IN OBLIVION","DJ Z-SKI","6:18:31 PM","Ezra Furman","Train Comes Through","All of Us Flames",,Alternative,Anti/Epitaph
"Oct 5, 2023","LIVE IN OBLIVION","DJ Z-SKI","6:14:31 PM","John Cale","Close Watch (Live, Grugahalle Essen 14.10.19)","Live At Rockpalast (Live at Zeche Bochum 06.03.1983 & at Grugahalle Essen 13./14.10.1984)",,,"M. i. G. - music"
"Oct 5, 2023","LIVE IN OBLIVION","DJ Z-SKI","6:12:52 PM","Sufjan Stevens","intrductory fanfare for the hooper heroes",Bqe,,,"Asthmatic Kitty"
"Oct 5, 2023","LIVE IN OBLIVION","DJ Z-SKI","6:09:27 PM","Kimya Dawson","Tire Swing","Remember That I Love You",,Alternative,"Great Crap Factory"
"Oct 5, 2023","LIVE IN OBLIVION","DJ Z-SKI","6:05:02 PM","Powers / Pulice / Rolin","Magic Meadow Mirror",Prism,N,Electronic,"Three Lobed Auxiliary"
"Sep 28, 2023","LIVE IN OBLIVION","DJ Z-SKI","7:53:15 PM","Horse Jumper of Love","I Poured Sugar in Your Shoes","Natural Part",,Alternative,"Run For Cover Records"
"Sep 28, 2023","LIVE IN OBLIVION","DJ Z-SKI","7:48:10 PM",Superfan,Insomnia,"Insomnia - Single",,Alternative,"Nettwerk Music Group"
"Sep 28, 2023","LIVE IN OBLIVION","DJ Z-SKI","7:41:54 PM",Frontyards,"Where Do All the Good People Go?","People That Look Like Their Pets",,,Self-Released
"Sep 28, 2023","LIVE IN OBLIVION","DJ Z-SKI","7:39:05 PM","Yves Tumor","The Feeling When You Walk Away","Serpent Music",,Electronic,PAN
"Sep 28, 2023","LIVE IN OBLIVION","DJ Z-SKI","7:37:30 PM",Pangea,"Straight Dumb","Pangea Tape",,,"Lost Sound Tapes"
"Sep 28, 2023","LIVE IN OBLIVION","DJ Z-SKI","7:30:21 PM","Michael Cera Palin","If It Makes You Happy","I Don't Know How to Explain It - EP",,Punk,"Chatterbot Records"
"Sep 28, 2023","LIVE IN OBLIVION","DJ Z-SKI","7:26:30 PM","Distant Social Club","Social Distancing","Distant Social Club",,Alternative,Self-Released
"Sep 28, 2023","LIVE IN OBLIVION","DJ Z-SKI","7:21:48 PM",Anamanaguchi,"Sunset By Plane",[USA],,Alternative,"Polyvinyl Records"
"Sep 28, 2023","LIVE IN OBLIVION","DJ Z-SKI","7:14:56 PM",Sophie,"It's Okay to Cry","Oil of Every Pearl's Un - Insides",,Electronic,"MSMSMSM / Future Classic"
"Sep 28, 2023","LIVE IN OBLIVION","DJ Z-SKI","7:10:12 PM","Big Thief","Dragon New Warm Mountain I Believe In You","Dragon New Warm Mountain I Believe In You",,Alternative,4AD
"Sep 28, 2023","LIVE IN OBLIVION","DJ Z-SKI","7:05:42 PM",Grouper,"Come Softly (For Daniel D.)","A I A: Alien Observer",,Electronic,Yellowelectric
"Sep 28, 2023","LIVE IN OBLIVION","DJ Z-SKI","7:01:48 PM","Julianna Barwick",Inspirit,"Healing Is a Miracle",,Electronic,"Ninja Tune"
"Sep 28, 2023","LIVE IN OBLIVION","DJ Z-SKI","6:57:13 PM","Alex G","Early Morning Waiting","God Save the Animals",,Alternative,"Domino Recording Co"
"Sep 28, 2023","LIVE IN OBLIVION","DJ Z-SKI","6:50:55 PM","Modern Baseball","Note To Self","Holy Ghost",,Alternative,"Run For Cover Records"
"Sep 28, 2023","LIVE IN OBLIVION","DJ Z-SKI","6:46:17 PM",Grimes,Violence,"Miss Anthropocene",,Electronic,4AD
"Sep 28, 2023","LIVE IN OBLIVION","DJ Z-SKI","6:42:40 PM",CASTLEBEAT,"Heart Still Beats",VHS,,Alternative,"Spirit Goth Records"
"Sep 28, 2023","LIVE IN OBLIVION","DJ Z-SKI","6:37:20 PM","Beach House","On the Sea",Bloom,,Alternative,"Bella Union"
"Sep 28, 2023","LIVE IN OBLIVION","DJ Z-SKI","6:33:07 PM","Julie Byrne","Summer Glass","The Greater Wings",N,Alternative,"Ghostly International"
"Sep 28, 2023","LIVE IN OBLIVION","DJ Z-SKI","6:28:30 PM","King Krule",Flimsier,"Space Heavy",N,Alternative,Matador
"Sep 28, 2023","LIVE IN OBLIVION","DJ Z-SKI","6:23:53 PM",SPELLLING,"Haunted Water","SPELLLING & the Mystery School",N,Alternative,"Sacred Bones Records"
"Sep 28, 2023","LIVE IN OBLIVION","DJ Z-SKI","6:20:54 PM",Sadie,"All Night","Tides - EP",N,Alternative,sadieworld
"Sep 28, 2023","LIVE IN OBLIVION","DJ Z-SKI","6:15:33 PM","Snail Mail","Forever (Sailing)",Valentine,,Alternative,Matador
"Sep 28, 2023","LIVE IN OBLIVION","DJ Z-SKI","6:12:05 PM",Laurence-Anne,Polymorphe,Oniromancie,N,,Bonsound
"Sep 28, 2023","LIVE IN OBLIVION","DJ Z-SKI","6:04:07 PM","Terry Riley","Poppy Nogood and the Phantom Band, or soprano sax, electronic keyboard & tape delay","Riley: A Rainbow in Curved Air, Poppy Nogood and the Phantom Band",,Classical,"Sony Classical"
"Sep 21, 2023","LIVE IN OBLIVION","DJ Z-SKI","7:55:50 PM","The Beths","Jump Rope Gazers","Jump Rope Gazers",,Alternative,"Carpark Records"
"Sep 21, 2023","LIVE IN OBLIVION","DJ Z-SKI","7:49:14 PM","of Montreal","Peace to All Freaks","Polyvinyl Winter 2019-2020 Sampler",,,Polyvinyl
"Sep 21, 2023","LIVE IN OBLIVION","DJ Z-SKI","7:44:32 PM","American Football","Never Meant","American Football (Deluxe Edition)",,Alternative,"Polyvinyl Records"
"Sep 21, 2023","LIVE IN OBLIVION","DJ Z-SKI","7:41:18 PM",Crumb,Plants,"Locket - EP",,Alternative,"Crumb Records"
"Sep 21, 2023","LIVE IN OBLIVION","DJ Z-SKI","7:38:13 PM",Babeheaven,"Don't Wake Me","Sink Into Me",,Alternative,Babeheaven
"Sep 21, 2023","LIVE IN OBLIVION","DJ Z-SKI","7:31:31 PM","Twin Peaks","Walk to the One You Love","Down in Heaven",,Alternative,"Grand Jury"
"Sep 21, 2023","LIVE IN OBLIVION","DJ Z-SKI","7:29:19 PM",Foxtails,"Princess Carolyn",III,,Alternative,Foxtails
"Sep 21, 2023","LIVE IN OBLIVION","DJ Z-SKI","7:22:10 PM",Parannoul,Parade,"After the Magic",N,"Indie Rock",Parannoul
"Sep 21, 2023","LIVE IN OBLIVION","DJ Z-SKI","7:14:08 PM",Khruangbin,"Time (You and I)",Mordechai,,Alternative,"Dead Oceans"
"Sep 21, 2023","LIVE IN OBLIVION","DJ Z-SKI","7:11:44 PM","Radiator Hospital","Are You Feeling Me","Something Wild",,Alternative,"Salinas Records"
"Sep 21, 2023","LIVE IN OBLIVION","DJ Z-SKI","7:09:13 PM","Crooks & Nannies",Sorry,"Sorry - Single",,Alternative,"Grand Jury Music"
"Sep 21, 2023","LIVE IN OBLIVION","DJ Z-SKI","7:04:02 PM","Alex G",Snot,"Beach Music",,Alternative,"Domino Recording Co"
"Sep 21, 2023","LIVE IN OBLIVION","DJ Z-SKI","6:55:55 PM","Slow Pulp",Idaho,Moveys,,"Indie Rock",Winspear
"Sep 21, 2023","LIVE IN OBLIVION","DJ Z-SKI","6:50:47 PM",STRFKR,Fantasy,"Fantasy - Single",,Alternative,"Polyvinyl Records"
"Sep 21, 2023","LIVE IN OBLIVION","DJ Z-SKI","6:46:25 PM","Sharon van Etten","Darkness Fades","We've Been Going About This All Wrong",,Alternative,Jagjaguwar
"Sep 21, 2023","LIVE IN OBLIVION","DJ Z-SKI","6:34:47 PM",Wednesday,"Bull Believer","Rat Saw God",N,Alternative,"Dead Oceans"
"Sep 21, 2023","LIVE IN OBLIVION","DJ Z-SKI","6:31:36 PM",Panchiko,"Failed at Math(s)","Failed at Math(s)",N,Alternative,Independent
"Sep 21, 2023","LIVE IN OBLIVION","DJ Z-SKI","6:29:45 PM","feeble little horse",Heaven,"Girl with Fish",,Alternative,"Saddle Creek"
"Sep 21, 2023","LIVE IN OBLIVION","DJ Z-SKI","6:24:45 PM",Slowdive,"the slab","everything is alive",N,Alternative,"Dead Oceans"
"Sep 21, 2023","LIVE IN OBLIVION","DJ Z-SKI","6:21:45 PM",Bodywash,"Massif Central","I Held the Shape While I Could",N,Alternative,"Light Organ Records"
"Sep 21, 2023","LIVE IN OBLIVION","DJ Z-SKI","6:12:47 PM",Stereolab,Parsec,"Dots and Loops",,Electronic,Duophonic
"Sep 21, 2023","LIVE IN OBLIVION","DJ Z-SKI","6:09:15 PM",Alvvays,"Saved by a Waif",Antisocialites,,Alternative,"P-VINE RECORDS"
"Sep 21, 2023","LIVE IN OBLIVION","DJ Z-SKI","6:02:49 PM",Jockstrap,"Concrete Over Water","I Love You Jennifer B",N,Alternative,"Rough Trade"
"Sep 14, 2023","LIVE IN OBLIVION","DJ Z-SKI","7:57:10 PM","Black Wax",Phobia,,,,"Black Wax"
"Sep 14, 2023","LIVE IN OBLIVION","DJ Z-SKI","7:51:25 PM",Boxcutter,"Dream Gator (feat. Ken & Ryu)","Gnosis - EP",,Electronic,"Cosmic Bridge Records"
"Sep 14, 2023","LIVE IN OBLIVION","DJ Z-SKI","7:47:44 PM",Rizzla,Airlock,"Iron Cages - EP",,Electronic,"Fade to Mind"
"Sep 14, 2023","LIVE IN OBLIVION","DJ Z-SKI","7:44:45 PM","Space Candy","Elastic Spring","Forest EP",,Electronic,DESKPOP
"Sep 14, 2023","LIVE IN OBLIVION","DJ Z-SKI","7:44:28 PM",Wilhemina,"technotronic (Wilhelmina Remix)",,,,self-represented
"Sep 14, 2023","LIVE IN OBLIVION","DJ Z-SKI","7:41:00 PM",Rabit,Ox,Communion,,Electronic,"Tri Angle Records"
"Sep 14, 2023","LIVE IN OBLIVION","DJ Z-SKI","7:40:04 PM",nicki-wrld,609723615,,,Electronic,.
"Sep 14, 2023","LIVE IN OBLIVION","DJ Z-SKI","7:31:51 PM","Strict Face",Fountains,"Fountains / Highbury Skyline - Single",,Electronic,"Gobstopper Records"
"Sep 14, 2023","LIVE IN OBLIVION","DJ Z-SKI","7:25:41 PM",Maraschino,"Hi Desire","Hollywood Piano",N,Alternative,"Alpha Pup"
"Sep 14, 2023","LIVE IN OBLIVION","DJ Z-SKI","7:22:00 PM",Sophie,Bipp,"BIPP - Single",,Electronic,Numbers
"Sep 14, 2023","LIVE IN OBLIVION","DJ Z-SKI","7:16:35 PM",Sadie,Okay,"Tides - EP",N,Alternative,sadieworld
"Sep 14, 2023","LIVE IN OBLIVION","DJ Z-SKI","7:12:50 PM","Alex G",Immunity,"God Save the Animals",,Alternative,"Domino Recording Co"
"Sep 14, 2023","LIVE IN OBLIVION","DJ Z-SKI","7:08:13 PM","Black Marble",Preoccupation,"Fast Idol",,Electronic,"Sacred Bones Records"
"Sep 14, 2023","LIVE IN OBLIVION","DJ Z-SKI","7:05:04 PM","Coco & Clair Clair","Lamb (feat. Porches)",Sexy,,,"Nice Girl World via Alternate Side and Many Hats Distribution"
"Sep 14, 2023","LIVE IN OBLIVION","DJ Z-SKI","7:01:41 PM",Florist,Feathers,Florist,,Alternative,"Double Double Whammy"
"Sep 14, 2023","LIVE IN OBLIVION","DJ Z-SKI","6:58:14 PM","Slow Pulp","At It Again",Moveys,,Alternative,Winspear
"Sep 14, 2023","LIVE IN OBLIVION","DJ Z-SKI","6:53:06 PM","Manthe Ribane","Piki Piki","Tell Your Vision - EP",,Electronic,Hyperdub
"Sep 14, 2023","LIVE IN OBLIVION","DJ Z-SKI","6:46:37 PM","False Witness","Perfect Attack","The Art of Fighting",,Electronic,GHE20G0TH1K
"Sep 14, 2023","LIVE IN OBLIVION","DJ Z-SKI","6:38:48 PM","Octo Octa","Bodies Meld Together","Bodies Meld Together - Single",,Electronic,Technicolour
"Sep 14, 2023","LIVE IN OBLIVION","DJ Z-SKI","6:36:10 PM",Shygirl,BAWDY,ALIAS,,Electronic,"Because Music Ltd."
"Sep 14, 2023","LIVE IN OBLIVION","DJ Z-SKI","6:27:31 PM","Pleasure Planet",Evaporate,"Pleasure Planet - EP",,,Self:Timer
"Sep 14, 2023","LIVE IN OBLIVION","DJ Z-SKI","6:24:49 PM",Audiosynthes,"You're My Poison",Audiosynthes,,Electronic,"ritmo sportivo"
"Sep 14, 2023","LIVE IN OBLIVION","DJ Z-SKI","6:21:58 PM",Eartheater,Peripheral,Irisiri,,Electronic,PAN
"Sep 14, 2023","LIVE IN OBLIVION","DJ Z-SKI","6:18:29 PM","100 gecs","xXXi_wud_nvrstøp_ÜXXx (99jakes Remix)","1000 gecs and The Tree of Clues",,Alternative,"Dog Show Records"
"Sep 14, 2023","LIVE IN OBLIVION","DJ Z-SKI","6:13:56 PM",Sophie,Immaterial,"Oil of Every Pearl's Un - Insides",,Electronic,"MSMSMSM / Future Classic"
"Sep 14, 2023","LIVE IN OBLIVION","DJ Z-SKI","6:09:58 PM",Bodywash,"Perfect Blue","I Held the Shape While I Could",N,Alternative,"Light Organ Records"
"Sep 14, 2023","LIVE IN OBLIVION","DJ Z-SKI","6:09:31 PM",Arca,"Front Load",Mutant,,Classical,Mute
"Sep 14, 2023","LIVE IN OBLIVION","DJ Z-SKI","6:02:39 PM",Tanukichan,"Lazy Love",Sundays,,Alternative,"Company Records"
